date,TMIN,TMED,TMAX
1983-01-01,,,
1983-01-02,,,
1983-01-03,,,
1983-01-04,,,
1983-01-05,,,
1983-01-06,,,
1983-01-07,,,
1983-01-08,,,
1983-01-09,,,
1983-01-10,,,
1983-01-11,,,
1983-01-12,,,
1983-01-13,,,
1983-01-14,,,
1983-01-15,,,
1983-01-16,,,
1983-01-17,,,
1983-01-18,,,
1983-01-19,,,
1983-01-20,,,
1983-01-21,,,
1983-01-22,,,
1983-01-23,,,
1983-01-24,,,
1983-01-25,,,
1983-01-26,,,
1983-01-27,,,
1983-01-28,,,
1983-01-29,,,
1983-01-30,,,
1983-01-31,,,
1983-02-01,,,
1983-02-02,,,
1983-02-03,,,
1983-02-04,,,
1983-02-05,,,
1983-02-06,,,
1983-02-07,,,
1983-02-08,,,
1983-02-09,,,
1983-02-10,,,
1983-02-11,,,
1983-02-12,,,
1983-02-13,,,
1983-02-14,,,
1983-02-15,,,
1983-02-16,,,
1983-02-17,,,
1983-02-18,,,
1983-02-19,,,
1983-02-20,,,
1983-02-21,,,
1983-02-22,,,
1983-02-23,,,
1983-02-24,,,
1983-02-25,,,
1983-02-26,,,
1983-02-27,,,
1983-02-28,,,
1983-03-01,,,
1983-03-02,,,
1983-03-03,,,
1983-03-04,,,
1983-03-05,,,
1983-03-06,,,
1983-03-07,,,
1983-03-08,,,
1983-03-09,,,
1983-03-10,,,
1983-03-11,,,
1983-03-12,,,
1983-03-13,,,
1983-03-14,,,
1983-03-15,,,
1983-03-16,,,
1983-03-17,,,
1983-03-18,,,
1983-03-19,,,
1983-03-20,,,
1983-03-21,,,
1983-03-22,,,
1983-03-23,,,
1983-03-24,,,
1983-03-25,,,
1983-03-26,,,
1983-03-27,,,
1983-03-28,,,
1983-03-29,,,
1983-03-30,,,
1983-03-31,,,
1983-04-01,,,
1983-04-02,,,
1983-04-03,,,
1983-04-04,,,
1983-04-05,,,
1983-04-06,,,
1983-04-07,,,
1983-04-08,,,
1983-04-09,,,
1983-04-10,,,
1983-04-11,,,
1983-04-12,,,
1983-04-13,,,
1983-04-14,,,
1983-04-15,,,
1983-04-16,,,
1983-04-17,,,
1983-04-18,,,
1983-04-19,,,
1983-04-20,,,
1983-04-21,,,
1983-04-22,,,
1983-04-23,,,
1983-04-24,,,
1983-04-25,,,
1983-04-26,,,
1983-04-27,,,
1983-04-28,,,
1983-04-29,,,
1983-04-30,,,
1983-05-01,,,
1983-05-02,,,
1983-05-03,,,
1983-05-04,,,
1983-05-05,,,
1983-05-06,,,
1983-05-07,,,
1983-05-08,,,
1983-05-09,,,
1983-05-10,,,
1983-05-11,,,
1983-05-12,,,
1983-05-13,,,
1983-05-14,,,
1983-05-15,,,
1983-05-16,,,
1983-05-17,,,
1983-05-18,,,
1983-05-19,,,
1983-05-20,,,
1983-05-21,,,
1983-05-22,,,
1983-05-23,,,
1983-05-24,,,
1983-05-25,,,
1983-05-26,,,
1983-05-27,,,
1983-05-28,,,
1983-05-29,,,
1983-05-30,,,
1983-05-31,,,
1983-06-01,,,
1983-06-02,,,
1983-06-03,,,
1983-06-04,,,
1983-06-05,,,
1983-06-06,,,
1983-06-07,,,
1983-06-08,,,
1983-06-09,,,
1983-06-10,,,
1983-06-11,,,
1983-06-12,,,
1983-06-13,,,
1983-06-14,,,
1983-06-15,,,
1983-06-16,,,
1983-06-17,,,
1983-06-18,,,
1983-06-19,,,
1983-06-20,,,
1983-06-21,,,
1983-06-22,,,
1983-06-23,,,
1983-06-24,,,
1983-06-25,,,
1983-06-26,,,
1983-06-27,,,
1983-06-28,,,
1983-06-29,,,
1983-06-30,,,
1983-07-01,,,
1983-07-02,,,
1983-07-03,,,
1983-07-04,,,
1983-07-05,,,
1983-07-06,,,
1983-07-07,,,
1983-07-08,,,
1983-07-09,,,
1983-07-10,,,
1983-07-11,,,
1983-07-12,,,
1983-07-13,,,
1983-07-14,,,
1983-07-15,,,
1983-07-16,,,
1983-07-17,,,
1983-07-18,,,
1983-07-19,,,
1983-07-20,,,
1983-07-21,,,
1983-07-22,,,
1983-07-23,,,
1983-07-24,,,
1983-07-25,,,
1983-07-26,,,
1983-07-27,,,
1983-07-28,,,
1983-07-29,,,
1983-07-30,,,
1983-07-31,,,
1983-08-01,,,
1983-08-02,,,
1983-08-03,,,
1983-08-04,,,
1983-08-05,,,
1983-08-06,,,
1983-08-07,,,
1983-08-08,,,
1983-08-09,,,
1983-08-10,,,
1983-08-11,,,
1983-08-12,,,
1983-08-13,,,
1983-08-14,,,
1983-08-15,,,
1983-08-16,,,
1983-08-17,,,
1983-08-18,,,
1983-08-19,,,
1983-08-20,,,
1983-08-21,,,
1983-08-22,,,
1983-08-23,,,
1983-08-24,,,
1983-08-25,,,
1983-08-26,,,
1983-08-27,,,
1983-08-28,,,
1983-08-29,,,
1983-08-30,,,
1983-08-31,,,
1983-09-01,,,
1983-09-02,,,
1983-09-03,,,
1983-09-04,,,
1983-09-05,,,
1983-09-06,,,
1983-09-07,,,
1983-09-08,,,
1983-09-09,,,
1983-09-10,,,
1983-09-11,,,
1983-09-12,,,
1983-09-13,,,
1983-09-14,,,
1983-09-15,,,
1983-09-16,,,
1983-09-17,,,
1983-09-18,,,
1983-09-19,,,
1983-09-20,,,
1983-09-21,,,
1983-09-22,,,
1983-09-23,,,
1983-09-24,,,
1983-09-25,,,
1983-09-26,,,
1983-09-27,,,
1983-09-28,,,
1983-09-29,,,
1983-09-30,,,
1983-10-01,,,
1983-10-02,,,
1983-10-03,,,
1983-10-04,,,
1983-10-05,,,
1983-10-06,,,
1983-10-07,,,
1983-10-08,,,
1983-10-09,,,
1983-10-10,,,
1983-10-11,,,
1983-10-12,,,
1983-10-13,,,
1983-10-14,,,
1983-10-15,,,
1983-10-16,,,
1983-10-17,,,
1983-10-18,,,
1983-10-19,,,
1983-10-20,,,
1983-10-21,,,
1983-10-22,,,
1983-10-23,,,
1983-10-24,,,
1983-10-25,,,
1983-10-26,,,
1983-10-27,,,
1983-10-28,,,
1983-10-29,,,
1983-10-30,,,
1983-10-31,,,
1983-11-01,,,
1983-11-02,,,
1983-11-03,,,
1983-11-04,,,
1983-11-05,,,
1983-11-06,,,
1983-11-07,,,
1983-11-08,,,
1983-11-09,,,
1983-11-10,,,
1983-11-11,,,
1983-11-12,,,
1983-11-13,,,
1983-11-14,,,
1983-11-15,,,
1983-11-16,,,
1983-11-17,,,
1983-11-18,,,
1983-11-19,,,
1983-11-20,,,
1983-11-21,,,
1983-11-22,,,
1983-11-23,,,
1983-11-24,,,
1983-11-25,,,
1983-11-26,,,
1983-11-27,,,
1983-11-28,,,
1983-11-29,,,
1983-11-30,,,
1983-12-01,,,
1983-12-02,,,
1983-12-03,,,
1983-12-04,,,
1983-12-05,,,
1983-12-06,,,
1983-12-07,,,
1983-12-08,,,
1983-12-09,,,
1983-12-10,,,
1983-12-11,,,
1983-12-12,,,
1983-12-13,,,
1983-12-14,,,
1983-12-15,,,
1983-12-16,,,
1983-12-17,,,
1983-12-18,,,
1983-12-19,,,
1983-12-20,,,
1983-12-21,,,
1983-12-22,,,
1983-12-23,,,
1983-12-24,,,
1983-12-25,,,
1983-12-26,,,
1983-12-27,,,
1983-12-28,,,
1983-12-29,,,
1983-12-30,,,
1983-12-31,,,
1984-01-01,,,
1984-01-02,,,
1984-01-03,,,
1984-01-04,,,
1984-01-05,,,
1984-01-06,,,
1984-01-07,,,
1984-01-08,,,
1984-01-09,,,
1984-01-10,,,
1984-01-11,,,
1984-01-12,,,
1984-01-13,,,
1984-01-14,,,
1984-01-15,,,
1984-01-16,,,
1984-01-17,,,
1984-01-18,,,
1984-01-19,,,
1984-01-20,,,
1984-01-21,,,
1984-01-22,,,
1984-01-23,,,
1984-01-24,,,
1984-01-25,,,
1984-01-26,,,
1984-01-27,,,
1984-01-28,,,
1984-01-29,,,
1984-01-30,,,
1984-01-31,,,
1984-02-01,,,
1984-02-02,,,
1984-02-03,,,
1984-02-04,,,
1984-02-05,,,
1984-02-06,,,
1984-02-07,,,
1984-02-08,,,
1984-02-09,,,
1984-02-10,,,
1984-02-11,,,
1984-02-12,,,
1984-02-13,,,
1984-02-14,,,
1984-02-15,,,
1984-02-16,,,
1984-02-17,,,
1984-02-18,,,
1984-02-19,,,
1984-02-20,,,
1984-02-21,,,
1984-02-22,,,
1984-02-23,,,
1984-02-24,,,
1984-02-25,,,
1984-02-26,,,
1984-02-27,,,
1984-02-28,,,
1984-02-29,,,
1984-03-01,,,
1984-03-02,,,
1984-03-03,,,
1984-03-04,,,
1984-03-05,,,
1984-03-06,,,
1984-03-07,,,
1984-03-08,,,
1984-03-09,,,
1984-03-10,,,
1984-03-11,,,
1984-03-12,,,
1984-03-13,,,
1984-03-14,,,
1984-03-15,,,
1984-03-16,,,
1984-03-17,,,
1984-03-18,,,
1984-03-19,,,
1984-03-20,,,
1984-03-21,,,
1984-03-22,,,
1984-03-23,,,
1984-03-24,,,
1984-03-25,,,
1984-03-26,,,
1984-03-27,,,
1984-03-28,,,
1984-03-29,,,
1984-03-30,,,
1984-03-31,,,
1984-04-01,,,
1984-04-02,,,
1984-04-03,,,
1984-04-04,,,
1984-04-05,,,
1984-04-06,,,
1984-04-07,,,
1984-04-08,,,
1984-04-09,,,
1984-04-10,,,
1984-04-11,,,
1984-04-12,,,
1984-04-13,,,
1984-04-14,,,
1984-04-15,,,
1984-04-16,,,
1984-04-17,,,
1984-04-18,,,
1984-04-19,,,
1984-04-20,,,
1984-04-21,,,
1984-04-22,,,
1984-04-23,,,
1984-04-24,,,
1984-04-25,,,
1984-04-26,,,
1984-04-27,,,
1984-04-28,,,
1984-04-29,,,
1984-04-30,,,
1984-05-01,,,
1984-05-02,,,
1984-05-03,,,
1984-05-04,,,
1984-05-05,,,
1984-05-06,,,
1984-05-07,,,
1984-05-08,,,
1984-05-09,,,
1984-05-10,,,
1984-05-11,,,
1984-05-12,,,
1984-05-13,,,
1984-05-14,,,
1984-05-15,,,
1984-05-16,,,
1984-05-17,,,
1984-05-18,,,
1984-05-19,,,
1984-05-20,,,
1984-05-21,,,
1984-05-22,,,
1984-05-23,,,
1984-05-24,,,
1984-05-25,,,
1984-05-26,,,
1984-05-27,,,
1984-05-28,,,
1984-05-29,,,
1984-05-30,,,
1984-05-31,,,
1984-06-01,,,
1984-06-02,,,
1984-06-03,,,
1984-06-04,,,
1984-06-05,,,
1984-06-06,,,
1984-06-07,,,
1984-06-08,,,
1984-06-09,,,
1984-06-10,,,
1984-06-11,,,
1984-06-12,,,
1984-06-13,,,
1984-06-14,,,
1984-06-15,,,
1984-06-16,,,
1984-06-17,,,
1984-06-18,,,
1984-06-19,,,
1984-06-20,,,
1984-06-21,,,
1984-06-22,,,
1984-06-23,,,
1984-06-24,,,
1984-06-25,,,
1984-06-26,,,
1984-06-27,,,
1984-06-28,,,
1984-06-29,,,
1984-06-30,,,
1984-07-01,,,
1984-07-02,,,
1984-07-03,,,
1984-07-04,,,
1984-07-05,,,
1984-07-06,,,
1984-07-07,,,
1984-07-08,,,
1984-07-09,,,
1984-07-10,,,
1984-07-11,,,
1984-07-12,,,
1984-07-13,,,
1984-07-14,,,
1984-07-15,,,
1984-07-16,,,
1984-07-17,,,
1984-07-18,,,
1984-07-19,,,
1984-07-20,,,
1984-07-21,,,
1984-07-22,,,
1984-07-23,,,
1984-07-24,,,
1984-07-25,,,
1984-07-26,,,
1984-07-27,,,
1984-07-28,,,
1984-07-29,,,
1984-07-30,,,
1984-07-31,,,
1984-08-01,,,
1984-08-02,,,
1984-08-03,,,
1984-08-04,,,
1984-08-05,,,
1984-08-06,,,
1984-08-07,,,
1984-08-08,,,
1984-08-09,,,
1984-08-10,,,
1984-08-11,,,
1984-08-12,,,
1984-08-13,,,
1984-08-14,,,
1984-08-15,,,
1984-08-16,,,
1984-08-17,,,
1984-08-18,,,
1984-08-19,,,
1984-08-20,,,
1984-08-21,,,
1984-08-22,,,
1984-08-23,,,
1984-08-24,,,
1984-08-25,,,
1984-08-26,,,
1984-08-27,,,
1984-08-28,,,
1984-08-29,,,
1984-08-30,,,
1984-08-31,,,
1984-09-01,,,
1984-09-02,,,
1984-09-03,,,
1984-09-04,,,
1984-09-05,,,
1984-09-06,,,
1984-09-07,,,
1984-09-08,,,
1984-09-09,,,
1984-09-10,,,
1984-09-11,,,
1984-09-12,,,
1984-09-13,,,
1984-09-14,,,
1984-09-15,,,
1984-09-16,,,
1984-09-17,,,
1984-09-18,,,
1984-09-19,,,
1984-09-20,,,
1984-09-21,,,
1984-09-22,,,
1984-09-23,,,
1984-09-24,,,
1984-09-25,,,
1984-09-26,,,
1984-09-27,,,
1984-09-28,,,
1984-09-29,,,
1984-09-30,,,
1984-10-01,,,
1984-10-02,,,
1984-10-03,,,
1984-10-04,,,
1984-10-05,,,
1984-10-06,,,
1984-10-07,,,
1984-10-08,,,
1984-10-09,,,
1984-10-10,,,
1984-10-11,,,
1984-10-12,,,
1984-10-13,,,
1984-10-14,,,
1984-10-15,,,
1984-10-16,,,
1984-10-17,,,
1984-10-18,,,
1984-10-19,,,
1984-10-20,,,
1984-10-21,,,
1984-10-22,,,
1984-10-23,,,
1984-10-24,,,
1984-10-25,,,
1984-10-26,,,
1984-10-27,,,
1984-10-28,,,
1984-10-29,,,
1984-10-30,,,
1984-10-31,,,
1984-11-01,,,
1984-11-02,,,
1984-11-03,,,
1984-11-04,,,
1984-11-05,,,
1984-11-06,,,
1984-11-07,,,
1984-11-08,,,
1984-11-09,,,
1984-11-10,,,
1984-11-11,,,
1984-11-12,,,
1984-11-13,,,
1984-11-14,,,
1984-11-15,,,
1984-11-16,,,
1984-11-17,,,
1984-11-18,,,
1984-11-19,,,
1984-11-20,,,
1984-11-21,,,
1984-11-22,,,
1984-11-23,,,
1984-11-24,,,
1984-11-25,,,
1984-11-26,,,
1984-11-27,,,
1984-11-28,,,
1984-11-29,,,
1984-11-30,,,
1984-12-01,,,
1984-12-02,,,
1984-12-03,,,
1984-12-04,,,
1984-12-05,,,
1984-12-06,,,
1984-12-07,,,
1984-12-08,,,
1984-12-09,,,
1984-12-10,,,
1984-12-11,,,
1984-12-12,,,
1984-12-13,,,
1984-12-14,,,
1984-12-15,-5.9,-2.634,1.4
1984-12-16,-4.1,-1.3132,1.8
1984-12-17,-0.2,1.2632,3.4
1984-12-18,1.2,2.6674,5.2
1984-12-19,0.1,1.3722,3.2
1984-12-20,-3.4,-0.2917,4.1
1984-12-21,-4.4,-1.7215,1.5
1984-12-22,-8.1,-3.7097,-0.5
1984-12-23,-10.4,-7.6292,-1.5
1984-12-24,-11.4,-8.5021,-2.8
1984-12-25,-13.1,-9.4083,-3.2
1984-12-26,-12.4,-9.4778,-4.0
1984-12-27,-12.9,-8.4424,-3.1
1984-12-28,-9.8,-5.2986,-1.1
1984-12-29,-6.2,-2.8028,1.8
1984-12-30,-9.1,-3.2375,0.9
1984-12-31,-11.2,-7.6174,-3.4
1985-01-01,-11.5,-8.391,-1.8
1985-01-02,-13.0,-8.9069,-2.0
1985-01-03,-11.5,-7.0132,-1.7
1985-01-04,-15.4,-12.9667,-8.1
1985-01-05,,,
1985-01-06,-19.4,-15.2403,-7.3
1985-01-07,-21.9,-17.5035,-10.6
1985-01-08,-21.5,-17.8333,-9.5
1985-01-09,-15.1,-10.5868,-6.2
1985-01-10,-15.8,-12.2875,-5.8
1985-01-11,-17.9,-13.7993,-6.0
1985-01-12,-18.9,-14.341,-5.5
1985-01-13,-15.7,-12.3104,-4.1
1985-01-14,-8.5,-6.3715,-3.5
1985-01-15,-8.5,-5.6576,-2.8
1985-01-16,-3.7,-2.4153,1.7
1985-01-17,-0.9,0.1049,4.5
1985-01-18,-5.5,-2.3056,2.4
1985-01-19,-7.3,-4.2764,1.9
1985-01-20,-8.9,-5.1403,2.4
1985-01-21,-3.1,-1.0924,3.6
1985-01-22,-1.3,-0.0076,2.1
1985-01-23,0.4,0.9465,2.7
1985-01-24,0.3,1.225,2.5
1985-01-25,-8.2,-3.9806,1.0
1985-01-26,,,
1985-01-27,,,
1985-01-28,,,
1985-01-29,,,
1985-01-30,,,
1985-01-31,,,
1985-02-01,,,
1985-02-02,,,
1985-02-03,,,
1985-02-04,,,
1985-02-05,,,
1985-02-06,,,
1985-02-07,,,
1985-02-08,,,
1985-02-09,-5.2,-0.7333,2.7
1985-02-10,-0.4,0.9931,4.8
1985-02-11,-3.6,-1.3653,0.4
1985-02-12,-11.6,-6.0667,3.0
1985-02-13,-14.1,-7.9569,0.5
1985-02-14,-10.1,-5.0535,1.5
1985-02-15,-8.2,-3.5431,5.2
1985-02-16,-10.6,-4.5514,2.6
1985-02-17,-9.6,-5.2229,1.6
1985-02-18,-13.0,-7.4688,2.3
1985-02-19,-15.2,-8.284,-0.1
1985-02-20,-13.2,-6.5125,2.2
1985-02-21,-11.8,-4.8611,3.2
1985-02-22,-10.8,-4.0125,3.4
1985-02-23,-12.4,-5.3743,3.5
1985-02-24,-9.5,-0.1646,10.4
1985-02-25,-3.4,1.3736,10.3
1985-02-26,-2.9,2.6403,11.2
1985-02-27,-1.0,2.8576,8.9
1985-02-28,-2.0,1.4292,5.3
1985-03-01,0.9,3.6556,9.2
1985-03-02,0.2,0.9194,2.0
1985-03-03,0.3,2.2875,6.4
1985-03-04,1.2,3.4354,7.5
1985-03-05,1.5,2.616,4.3
1985-03-06,1.4,2.6903,5.2
1985-03-07,1.8,3.8188,8.8
1985-03-08,-1.0,3.4903,9.4
1985-03-09,-3.5,2.3639,12.2
1985-03-10,-5.2,0.366,8.1
1985-03-11,-5.0,0.1285,4.2
1985-03-12,-2.3,-0.4201,1.7
1985-03-13,-4.5,1.1,11.3
1985-03-14,-3.2,2.6549,10.8
1985-03-15,-1.6,0.7278,2.2
1985-03-16,-2.7,-0.4847,2.7
1985-03-17,-4.8,-1.7868,0.4
1985-03-18,-7.8,-3.3424,3.0
1985-03-19,-7.1,-1.6417,6.0
1985-03-20,-7.7,-1.2701,5.7
1985-03-21,-3.6,-1.1083,0.4
1985-03-22,0.1,1.0944,3.6
1985-03-23,0.4,2.4465,8.8
1985-03-24,0.2,1.984,7.4
1985-03-25,-2.9,2.5021,11.3
1985-03-26,-1.2,2.9896,9.3
1985-03-27,0.1,2.2958,6.0
1985-03-28,-4.9,1.3493,6.2
1985-03-29,-7.6,-0.6229,7.8
1985-03-30,-6.3,2.3354,13.5
1985-03-31,-2.1,3.6222,12.8
1985-04-01,-2.7,4.9799,15.8
1985-04-02,-0.7,5.65,16.1
1985-04-03,-2.5,5.8958,17.2
1985-04-04,-1.6,6.1549,16.5
1985-04-05,-1.4,7.3979,17.5
1985-04-06,3.4,5.6576,8.9
1985-04-07,0.0,6.4319,14.5
1985-04-08,0.7,3.3021,5.7
1985-04-09,0.4,4.8792,9.7
1985-04-10,0.5,4.8576,9.5
1985-04-11,-1.8,3.566,9.3
1985-04-12,-4.7,0.9,3.5
1985-04-13,-6.4,1.3264,9.2
1985-04-14,-0.4,1.9007,6.7
1985-04-15,-2.1,3.7007,11.8
1985-04-16,-3.0,4.9604,13.7
1985-04-17,-0.1,5.2615,10.4
1985-04-18,-1.0,5.2771,12.4
1985-04-19,0.3,7.7042,17.3
1985-04-20,-2.6,6.8861,17.3
1985-04-21,-1.2,8.4167,17.9
1985-04-22,1.0,8.6715,15.7
1985-04-23,3.6,7.3681,12.7
1985-04-24,-2.7,6.7979,13.8
1985-04-25,-5.1,4.9743,14.9
1985-04-26,2.7,8.3313,15.0
1985-04-27,4.2,5.9708,8.5
1985-04-28,-3.5,2.4014,5.2
1985-04-29,-5.4,1.7174,9.2
1985-04-30,-3.9,5.0722,13.9
1985-05-01,0.8,9.6354,19.1
1985-05-02,4.1,8.2986,13.4
1985-05-03,-1.4,5.5354,11.4
1985-05-04,-2.9,5.4938,12.1
1985-05-05,4.2,8.1146,13.0
1985-05-06,3.2,8.4493,14.5
1985-05-07,2.4,6.3438,9.2
1985-05-08,0.2,3.1979,6.1
1985-05-09,0.1,4.1903,10.0
1985-05-10,1.6,6.4167,10.9
1985-05-11,0.4,9.3306,18.4
1985-05-12,2.6,10.2743,18.7
1985-05-13,7.0,10.3563,15.6
1985-05-14,5.9,12.1278,19.9
1985-05-15,3.1,12.7806,22.6
1985-05-16,4.5,13.4215,23.3
1985-05-17,3.6,13.9403,23.8
1985-05-18,4.7,10.5215,17.0
1985-05-19,5.9,13.8257,21.1
1985-05-20,7.8,10.3917,13.2
1985-05-21,9.0,12.5132,19.1
1985-05-22,6.6,10.3222,15.8
1985-05-23,2.1,9.2097,16.8
1985-05-24,2.1,11.7618,19.8
1985-05-25,5.3,13.4847,21.5
1985-05-26,6.2,15.1243,23.8
1985-05-27,5.8,15.0722,24.5
1985-05-28,6.4,13.4389,24.0
1985-05-29,7.3,12.4215,19.9
1985-05-30,8.4,13.9597,23.6
1985-05-31,5.9,14.5146,25.0
1985-06-01,4.8,15.0708,24.6
1985-06-02,9.9,15.4569,22.8
1985-06-03,10.0,16.4563,23.4
1985-06-04,7.4,15.9,24.1
1985-06-05,11.8,17.1361,24.8
1985-06-06,10.5,17.2146,25.6
1985-06-07,8.6,16.5035,24.0
1985-06-08,6.3,11.6021,19.6
1985-06-09,4.1,11.0799,17.3
1985-06-10,7.4,11.7688,18.1
1985-06-11,3.9,10.1806,16.8
1985-06-12,5.0,10.8028,15.3
1985-06-13,5.2,10.7667,16.2
1985-06-14,3.0,12.3771,20.1
1985-06-15,4.9,14.3819,22.4
1985-06-16,2.3,11.3382,18.4
1985-06-17,3.8,10.6819,17.4
1985-06-18,1.8,10.4111,18.8
1985-06-19,6.7,12.6694,18.3
1985-06-20,8.6,11.8083,18.4
1985-06-21,3.4,11.9972,19.9
1985-06-22,8.5,11.5014,15.7
1985-06-23,7.1,12.4403,20.5
1985-06-24,7.0,12.9896,20.6
1985-06-25,4.3,12.3865,20.0
1985-06-26,6.8,14.0438,21.5
1985-06-27,8.7,13.6354,21.0
1985-06-28,6.6,12.6944,19.5
1985-06-29,6.9,13.775,21.6
1985-06-30,8.6,15.8688,24.0
1985-07-01,9.7,15.3375,21.6
1985-07-02,6.5,15.15,24.5
1985-07-03,3.8,15.375,25.0
1985-07-04,14.1,18.0417,25.1
1985-07-05,13.7,17.5153,23.3
1985-07-06,12.6,15.7181,23.2
1985-07-07,11.0,17.8556,26.3
1985-07-08,13.1,16.4243,22.2
1985-07-09,11.4,17.5917,24.3
1985-07-10,9.2,16.3444,23.7
1985-07-11,6.6,15.4708,22.9
1985-07-12,10.5,18.0896,25.7
1985-07-13,9.7,18.5569,26.8
1985-07-14,12.3,20.0979,27.4
1985-07-15,11.9,18.2479,28.4
1985-07-16,12.2,16.4368,24.0
1985-07-17,10.5,16.3882,25.3
1985-07-18,10.9,18.6646,26.4
1985-07-19,12.5,18.784,25.1
1985-07-20,15.3,19.3653,26.5
1985-07-21,9.2,16.834,23.3
1985-07-22,6.0,15.0958,23.7
1985-07-23,7.8,17.9465,28.5
1985-07-24,9.0,19.2729,28.2
1985-07-25,10.5,19.3764,28.8
1985-07-26,11.3,20.3521,30.3
1985-07-27,12.5,18.0424,27.8
1985-07-28,10.5,18.5549,28.4
1985-07-29,11.1,19.8778,27.8
1985-07-30,12.8,17.6188,25.9
1985-07-31,9.4,15.5417,22.7
1985-08-01,5.7,14.4826,22.9
1985-08-02,10.3,15.6382,23.8
1985-08-03,9.1,16.8958,24.6
1985-08-04,10.8,16.3229,23.5
1985-08-05,7.9,16.7722,24.1
1985-08-06,9.7,13.3965,16.0
1985-08-07,5.1,11.9292,18.8
1985-08-08,2.6,12.2743,22.5
1985-08-09,4.4,14.666,25.5
1985-08-10,11.9,17.1063,23.7
1985-08-11,11.9,16.4924,22.4
1985-08-12,8.8,17.8708,28.0
1985-08-13,10.0,18.566,29.4
1985-08-14,8.5,18.4472,30.3
1985-08-15,9.1,18.6465,30.2
1985-08-16,8.9,17.0681,28.6
1985-08-17,7.5,14.7479,24.4
1985-08-18,9.7,16.6979,24.4
1985-08-19,7.4,16.3347,26.1
1985-08-20,10.8,18.0528,26.9
1985-08-21,10.0,18.8507,28.4
1985-08-22,11.0,19.7604,29.6
1985-08-23,13.1,19.3035,27.5
1985-08-24,10.2,19.0583,27.8
1985-08-25,11.1,16.5153,21.4
1985-08-26,7.7,12.4826,16.9
1985-08-27,4.7,10.8604,19.7
1985-08-28,3.0,11.4694,24.4
1985-08-29,4.9,13.2611,23.8
1985-08-30,4.3,13.7403,24.7
1985-08-31,5.7,14.6576,24.6
1985-09-01,7.8,14.6201,23.8
1985-09-02,11.2,16.2708,22.6
1985-09-03,10.5,14.9069,19.2
1985-09-04,8.5,14.7521,22.1
1985-09-05,9.0,14.0375,19.8
1985-09-06,5.2,13.4826,21.9
1985-09-07,2.3,11.2528,20.9
1985-09-08,3.5,10.6847,19.4
1985-09-09,3.7,11.8174,20.2
1985-09-10,0.2,9.3736,20.4
1985-09-11,2.0,11.141,23.4
1985-09-12,3.9,13.0896,25.4
1985-09-13,4.3,13.4868,23.3
1985-09-14,7.0,14.8278,23.7
1985-09-15,4.2,13.3778,22.2
1985-09-16,8.0,12.5,17.8
1985-09-17,5.4,12.825,22.9
1985-09-18,5.7,14.1472,25.4
1985-09-19,6.2,13.9736,25.8
1985-09-20,5.6,13.3597,23.5
1985-09-21,6.5,14.65,27.1
1985-09-22,6.8,14.4507,26.6
1985-09-23,5.6,14.559,27.1
1985-09-24,6.4,14.6431,26.5
1985-09-25,6.4,15.4514,28.2
1985-09-26,5.1,13.9993,24.3
1985-09-27,5.4,12.9479,23.7
1985-09-28,5.2,12.8257,25.1
1985-09-29,3.6,12.4389,25.3
1985-09-30,3.6,12.5875,23.4
1985-10-01,4.6,12.0252,21.9
1985-10-02,4.5,11.6965,21.5
1985-10-03,4.4,11.591,21.4
1985-10-04,9.1,13.3854,21.3
1985-10-05,10.3,14.9938,22.1
1985-10-06,6.5,14.5868,22.6
1985-10-07,4.1,11.7917,22.9
1985-10-08,4.5,11.159,21.5
1985-10-09,7.3,9.8257,12.1
1985-10-10,3.7,8.9674,17.7
1985-10-11,1.3,8.0069,18.3
1985-10-12,1.4,8.9375,18.4
1985-10-13,1.2,7.9563,17.8
1985-10-14,-1.1,5.6875,14.2
1985-10-15,1.9,7.7132,17.5
1985-10-16,-0.2,6.3979,18.3
1985-10-17,-0.4,5.2083,14.1
1985-10-18,-1.7,5.7035,16.9
1985-10-19,2.5,7.2944,14.5
1985-10-20,-1.9,4.234,12.6
1985-10-21,-3.0,2.4354,12.0
1985-10-22,-2.1,6.2264,16.0
1985-10-23,1.4,8.4104,17.5
1985-10-24,-3.7,4.0215,13.8
1985-10-25,-6.2,0.4535,12.0
1985-10-26,-5.9,0.8632,13.3
1985-10-27,-5.5,0.9319,11.8
1985-10-28,-5.1,1.2139,11.8
1985-10-29,-4.3,3.3083,11.6
1985-10-30,5.1,7.4035,11.4
1985-10-31,6.8,8.7535,11.8
1985-11-01,5.6,8.0535,11.0
1985-11-02,1.0,4.1882,8.3
1985-11-03,0.2,3.6264,8.5
1985-11-04,-2.1,1.7035,9.4
1985-11-05,-2.6,2.4583,7.7
1985-11-06,1.1,4.175,10.5
1985-11-07,,,
1985-11-08,-4.6,-0.0903,6.6
1985-11-09,-2.3,1.3479,8.3
1985-11-10,0.6,5.9549,10.1
1985-11-11,2.8,5.516,9.7
1985-11-12,0.2,3.0667,4.8
1985-11-13,0.4,3.5535,7.4
1985-11-14,-6.6,-1.7583,2.7
1985-11-15,-9.0,-5.7097,0.5
1985-11-16,-9.5,-5.4583,-0.8
1985-11-17,-10.7,-6.216,-1.2
1985-11-18,-7.8,-4.0083,-0.3
1985-11-19,-4.4,-2.3069,0.2
1985-11-20,,,
1985-11-21,,,
